filepath,label
../Dataset_Of_animal_Images/Deer/train/images/Deer (2786).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (284).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (3212).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1848).jpg,0
../Dataset_Of_animal_Images/Goat/train/images/Goat (178).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (1839).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (1973).jpg,3
../Dataset_Of_animal_Images/Cow/train/images/Cow (610).jpg,1
../Dataset_Of_animal_Images/Dog/train/images/Dog (413).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (799).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (3708).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (832).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (151).jpg,4
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (255).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (767).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (845).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (1344).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (640).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (869).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (234).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1663).jpg,0
../Dataset_Of_animal_Images/Cow/train/images/Cow (212).jpg,1
../Dataset_Of_animal_Images/Cat/train/images/Cat (383).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1290).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1399).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1309).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (282).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (2234).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1282).jpg,0
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1146).jpg,7
../Dataset_Of_animal_Images/Hen/train/images/HEN (1942).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (2306).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2578).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1669).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (379).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (2082).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1328).jpg,6
../Dataset_Of_animal_Images/Goat/train/images/Goat (938).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (375).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1262).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (466).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (898).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (2220).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1190).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (194).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (2724).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2196).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (888).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1371).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1855).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1523).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (1657).jpg,0
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (917).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (1571).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1533).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1565).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (3604).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (322).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (2192).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (371).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (895).jpg,7
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1032).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (131).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3621).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (959).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (1232).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2320).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1129).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (623).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1303).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1894).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (546).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (2706).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (86).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1864).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1000).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (236).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1962).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (508).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1337).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (1089).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (936).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (304).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1284).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (1080).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (553).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3488).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (429).jpg,5
../Dataset_Of_animal_Images/Cow/train/images/Cow (151).jpg,1
../Dataset_Of_animal_Images/Dog/train/images/Dog (104).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3403).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1243).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3303).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1387).jpg,6
../Dataset_Of_animal_Images/Goat/train/images/Goat (289).jpg,4
../Dataset_Of_animal_Images/Cat/train/images/Cat (2483).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1372).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (2370).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (674).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (675).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1827).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (558).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1915).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (526).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (526).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1714).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (832).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (10).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (90).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (14).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (174).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2013).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (777).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (115).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1440).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1699).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (569).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (794).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1138).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1308).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (386).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (2180).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (1050).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (415).jpg,4
../Dataset_Of_animal_Images/Cat/train/images/Cat (831).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (818).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (1636).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (3732).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1135).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (271).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2253).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1242).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1094).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1453).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (2459).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1897).jpg,3
../Dataset_Of_animal_Images/Cow/train/images/Cow (739).jpg,1
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (401).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (1633).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (579).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (840).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (539).jpg,7
../Dataset_Of_animal_Images/Hen/train/images/HEN (1737).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1656).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1774).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (1898).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1043).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (435).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3042).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (3167).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1630).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (3672).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1671).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (553).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (822).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (2129).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (422).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (3109).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (270).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2913).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1296).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1206).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2039).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (596).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1896).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (358).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1814).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (823).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2206).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1252).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (94).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (892).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (16).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2459).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1376).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (114).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2845).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (288).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (347).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1393).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3258).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (3393).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (687).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (962).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2227).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (515).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (1338).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1850).jpg,0
../Dataset_Of_animal_Images/Cow/train/images/Cow (373).jpg,1
../Dataset_Of_animal_Images/Hen/train/images/HEN (1108).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (1342).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1634).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (741).jpg,7
../Dataset_Of_animal_Images/Hen/train/images/HEN (1652).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1652).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (106).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (1845).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (1875).jpg,5
../Dataset_Of_animal_Images/Goat/train/images/Goat (98).jpg,4
../Dataset_Of_animal_Images/Cat/train/images/Cat (2499).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2362).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (797).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (407).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (3260).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1135).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2504).jpg,2
../Dataset_Of_animal_Images/Cow/train/images/Cow (278).jpg,1
../Dataset_Of_animal_Images/Dog/train/images/Dog (1778).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1799).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (1571).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (962).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (728).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (618).jpg,6
../Dataset_Of_animal_Images/Cow/train/images/Cow (823).jpg,1
../Dataset_Of_animal_Images/Hen/train/images/HEN (492).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (2342).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (961).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (102).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (528).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (2657).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1630).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (551).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1250).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (2801).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (2090).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3482).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (2367).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3680).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (689).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (1655).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (489).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (1938).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (3660).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1506).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (1883).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (138).jpg,7
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1970).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (652).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (467).jpg,4
../Dataset_Of_animal_Images/Cat/train/images/Cat (406).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1465).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1766).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1645).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3124).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2468).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (759).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (938).jpg,7
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2144).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (747).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (3635).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (3066).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (583).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (111).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (514).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1128).jpg,7
../Dataset_Of_animal_Images/Hen/train/images/HEN (1484).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (477).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (891).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3221).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2677).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (2144).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (557).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1978).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1909).jpg,0
../Dataset_Of_animal_Images/Goat/train/images/Goat (702).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (2686).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1509).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1287).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1443).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (67).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (2119).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (2573).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (400).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (2666).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1602).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (2641).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1318).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (170).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (493).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (771).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1166).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (583).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (2357).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1381).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (698).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1412).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1270).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2521).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (745).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (2118).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1997).jpg,0
../Dataset_Of_animal_Images/Goat/train/images/Goat (471).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (340).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (609).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (422).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2110).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (215).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (295).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1836).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (757).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2083).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1155).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (386).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (319).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (486).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (1574).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (101).jpg,4
../Dataset_Of_animal_Images/Goat/train/images/Goat (804).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (1523).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (933).jpg,7
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (757).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (3398).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2720).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1056).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (2361).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (820).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (2860).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1033).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2241).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1271).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1084).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3682).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (719).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1598).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1204).jpg,5
../Dataset_Of_animal_Images/Goat/train/images/Goat (638).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (1519).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1337).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (1959).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2528).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1968).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (3158).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1678).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (1119).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2140).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1171).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (439).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (1959).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1670).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (1854).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (2458).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2128).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1131).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (145).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1016).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (493).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1289).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1499).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (2276).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (2152).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (194).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3586).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1431).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1283).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (584).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (527).jpg,7
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1119).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (1878).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1443).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (185).jpg,5
../Dataset_Of_animal_Images/Goat/train/images/Goat (636).jpg,4
../Dataset_Of_animal_Images/Hen/train/images/HEN (1828).jpg,5
../Dataset_Of_animal_Images/Cow/train/images/Cow (816).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (1049).jpg,2
../Dataset_Of_animal_Images/Cow/train/images/Cow (665).jpg,1
../Dataset_Of_animal_Images/Cat/train/images/Cat (2340).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1096).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (1694).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (1147).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (2982).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1848).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1290).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2076).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (188).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (573).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (684).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2808).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2519).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2386).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (382).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (726).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (201).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1404).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (361).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1698).jpg,6
